Id,Title,Year,CitationsCount,Authors,AuthorsCount,Topics,Abstract,FirstSource
1502759548,a survey of trust and reputation systems for online service provision,2007,3,"audun josang, roslan ismail, colin boyd",3,"The Internet, Reputation, Marketing, Internet privacy, Incentive, Express trust, Decision support system, Database transaction, Computational trust, Collaborative filtering, Business","Trust and reputation systems represent a significant trend in decision support for Internet mediated service provision. The basic idea is to let parties rate each other, for example after the completion of a transaction, and use the aggregated ratings about a given party to derive a trust or reputation score, which can assist other parties in deciding whether or not to transact with that party in the future. A natural side effect is that it also provides an incentive for good behaviour, and therefore tends to have a positive effect on market quality. Reputation systems can be called collaborative sanctioning systems to reflect their collaborative nature, and are related to collaborative filtering systems. Reputation systems are already being used in successful commercial online applications. There is also a rapidly growing literature around trust and reputation systems, but unfortunately this activity is not very coherent. The purpose of this article is to give an overview of existing and proposed systems that can be used to derive measures of trust and reputation for Internet transactions, to analyse the current trends and developments in this area, and to propose a research agenda for trust and reputation systems.",http://eprints.qut.edu.au/archive/00007280/
2171960770,toward the next generation of recommender systems a survey of the state of the art and possible extensions,2005,7053,"gediminas adomavicius, alexander tuzhilin",2,"Slope One, Recommender system, MovieLens, Information retrieval, Data mining, Contextual information, Context model, Content analysis, Computer science, Collaborative filtering, Cold start","This paper presents an overview of the field of recommender systems and describes the current generation of recommendation methods that are usually classified into the following three main categories: content-based, collaborative, and hybrid recommendation approaches. This paper also describes various limitations of current recommendation methods and discusses possible extensions that can improve recommendation capabilities and make recommender systems applicable to an even broader range of applications. These extensions include, among others, an improvement of understanding of users and items, incorporation of the contextual information into the recommendation process, support for multicriteria ratings, and a provision of more flexible and less intrusive types of recommendations.",http://blog.ag-nbi.de/wp-content/uploads/2015/10/adomavicius-recsys.pdf
2112430581,incorporating contextual information in recommender systems using a multidimensional approach,2005,934,"gediminas adomavicius, ramesh sankaranarayanan, shahana sen, alexander tuzhilin",4,"Recommender system, Profiling (computer programming), Personalization, Multiple time dimensions, Information retrieval, Empirical research, Data mining, Contextual information, Computer science, Collaborative filtering","The article presents a multidimensional (MD) approach to recommender systems that can provide recommendations based on additional contextual information besides the typical information on users and items used in most of the current recommender systems. This approach supports multiple dimensions, profiling information, and hierarchical aggregation of recommendations. The article also presents a multidimensional rating estimation method capable of selecting two-dimensional segments of ratings pertinent to the recommendation context and applying standard collaborative filtering or other traditional two-dimensional rating estimation techniques to these segments. A comparison of the multidimensional and two-dimensional rating estimation approaches is made, and the tradeoffs between the two are studied. Moreover, the article introduces a combined rating estimation method, which identifies the situations where the MD approach outperforms the standard two-dimensional approach and uses the MD approach in those situations and the standard two-dimensional approach elsewhere. Finally, the article presents a pilot empirical study of the combined approach, using a multidimensional movie recommender system that was developed for implementing this approach and testing its performance.",http://ids.csom.umn.edu/faculty/gedas/papers/context-in-recommender-systems-2005.pdf
2130868038,context aware recommender systems,2008,875,"gediminas adomavicius, alexander tuzhilin",2,"World Wide Web, Recommender system, Personalization, Mobile computing, Data mining, Contextual information, Computer science, Collaborative filtering","The importance of contextual information has been recognized by researchers and practitioners in many disciplines, including e-commerce personalization, information retrieval, ubiquitous and mobile computing, data mining, marketing, and management. While a substantial amount of research has already been performed in the area of recommender systems, most existing approaches focus on recommending the most relevant items to users without taking into account any additional contextual information, such as time, location, or the company of other people (e.g., for watching movies or dining out). In this chapter we argue that relevant contextual information does matter in recommender systems and that it is important to take this information into account when providing recommendations. We discuss the general notion of context and how it can be modeled in recommender systems. Furthermore, we introduce three different algorithmic paradigms – contextual prefiltering, post-filtering, and modeling – for incorporating contextual information into the recommendation process, discuss the possibilities of combining several contextaware recommendation techniques into a single unifying approach, and provide a case study of one such combined approach. Finally, we present additional capabilities for context-aware recommenders and discuss important and promising directions for future research.",http://blog.ag-nbi.de/wp-content/uploads/2015/08/05_CARS.pdf
2082404436,experimental comparison of pre vs post filtering approaches in context aware recommender systems,2009,133,"umberto panniello, alexander tuzhilin, michele gorgoglione, cosimo palmisano, anto pedone",5,"Recommender system, Machine learning, Information retrieval, Filter (signal processing), Effective method, Data mining, Computer science, Collaborative filtering, Artificial intelligence","Recently, methods for generating context-aware recommendations were classified into the pre-filtering, post-filtering and contextual modeling approaches. Although some of these methods have been studied independently, no prior research compared the performance of these methods to determine which of them is better than the others. This paper focuses on comparing the pre-filtering and the post-filtering approaches and identifying which method dominates the other and under which circumstances. Since there are no clear winners in this comparison, we propose an alternative more effective method of selecting the winners in the pre- vs. the post-filtering comparison. This strategy provides analysts and companies with a practical suggestion on how to pick a good pre- or post-filtering approach in an effective manner to improve performance of a context-aware recommender system.",http://portal.acm.org/citation.cfm?doid=1639714.1639764
2003804278,on over specialization and concentration bias of recommendations probabilistic neighborhood selection in collaborative filtering systems,2014,32,"panagiotis adamopoulos, alexander tuzhilin",2,"Sampling (statistics), Recommender system, Ranking, Probabilistic method, Probabilistic logic, Machine learning, Ensemble learning, Empirical research, Data mining, Computer science, Collaborative filtering, Artificial intelligence","Focusing on the problems of over-specialization and concentration bias, this paper presents a novel probabilistic method for recommending items in the neighborhood-based collaborative filtering framework. For the probabilistic neighborhood selection phase, we use an efficient method for weighted sampling of k neighbors that takes into consideration the similarity levels between the target user (or item) and the candidate neighbors. We conduct an empirical study showing that the proposed method increases the coverage, dispersion, and diversity reinforcement of recommendations by selecting diverse sets of representative neighbors. We also demonstrate that the proposed approach outperforms popular methods in terms of item prediction accuracy, utility-based ranking, and other popular measures, across various experimental settings. This performance improvement is in accordance with ensemble learning theory and the phenomenon of ""hubness"" in recommender systems.",http://dblp.uni-trier.de/db/conf/recsys/recsys2014.html#AdamopoulosT14a
189766059,probabilistic neighborhood selection in collaborative filtering systems,2013,7,"alexander tuzhilin, panagiotis adamopoulos",2,"Sampling (statistics), Recommender system, Ranking, Probabilistic method, Probabilistic logic, Performance improvement, Machine learning, Ensemble learning, Data mining, Computer science, Collaborative filtering, Artificial intelligence","This paper presents a novel probabilistic method for recommending items in the neighborhood-based collaborative filtering framework. For the probabilistic neighborhood selection phase, we use an efficient method for weighted sampling of k neighbors without replacement that also takes into consideration the similarity levels between the target user and the candidate neighbors. We conduct an empirical study showing that the proposed method alleviates the over-specialization and concentration biases in common recommender systems by generating recommendation lists that are very different from the classical collaborative filtering approach and also increasing the aggregate diversity and mobility of recommendations. We also demonstrate that the proposed method outperforms both the previously proposed user based k-nearest neighbors and k-furthest neighbors collaborative filtering approaches in terms of item prediction accuracy and utility based ranking measures across various experimental settings. This accuracy performance improvement is in accordance with ensemble learning theory.",http://archive.nyu.edu/bitstream/2451/31988/2/Probabilistic%20Neighborhood%20Selection%20in%20Collaborative%20Filtering%20Systems.pdf
2078890535,recommendation opportunities improving item prediction using weighted percentile methods in collaborative filtering systems,2013,14,"panagiotis adamopoulos, alexander tuzhilin",2,"Recommender system, Ranking, Performance improvement, Percentile, Machine learning, Empirical research, Data mining, Computer science, Collaborative filtering, Artificial intelligence","This paper proposes a novel method for estimating unknown ratings and recommendation opportunities and illustrates the practical implementation of the proposed approach by presenting a certain variation of the classical k-NN method in neighborhood-based collaborative filtering systems using weighted percentiles. We conduct an empirical study showing that the proposed method outperforms the standard user-based collaborative filtering approach by a wide margin in terms of item prediction accuracy and utility-based ranking metrics across various experimental settings. We also demonstrate that this performance improvement is not achieved at the expense of other popular performance measures, such as catalog coverage and aggregate diversity. The proposed approach can also be applied to other popular methods for rating estimation.",http://people.stern.nyu.edu/padamopo/Recommendation%20Opportunities%20Improving%20Item%20Prediction%20Using%20Weighted%20Percentile%20Methods%20in%20Collaborative%20Filtering%20Systems.pdf
2055894522,using external aggregate ratings for improving individual recommendations,2011,20,"akhmed umyarov, alexander tuzhilin",2,"Scalability, Recommender system, Multilevel model, Machine learning, Linear regression, Filter (signal processing), Data mining, Computer science, Collaborative filtering, Cold start, Artificial intelligence","This article describes an approach for incorporating externally specified aggregate ratings information into certain types of recommender systems, including two types of collaborating filtering and a hierarchical linear regression model. First, we present a framework for incorporating aggregate rating information and apply this framework to the aforementioned individual rating models. Then we formally show that this additional aggregate rating information provides more accurate recommendations of individual items to individual users. Further, we experimentally confirm this theoretical finding by demonstrating on several datasets that the aggregate rating information indeed leads to better predictions of unknown ratings. We also propose scalable methods for incorporating this aggregate information and test our approaches on large datasets. Finally, we demonstrate that the aggregate rating information can also be used as a solution to the cold start problem of recommender systems.",http://portal.acm.org/citation.cfm?doid=1921591.1921594
2973142485,latent multi criteria ratings for recommendations,2019,2,"pan li, alexander tuzhilin",2,"Recommender system, Machine learning, Computer science, Collaborative filtering, Artificial intelligence","Multi-criteria recommender systems have been increasingly valuable for helping consumers identify the most relevant items based on different dimensions of user experiences. However, previously proposed multi-criteria models did not take into account latent embeddings generated from user reviews, which capture latent semantic relations between users and items. To address these concerns, we utilize variational autoencoders to map user reviews into latent embeddings, which are subsequently compressed into low-dimensional discrete vectors. The resulting compressed vectors constitute latent multi-criteria ratings that we use for the recommendation purposes via standard multi-criteria recommendation methods. We show that the proposed latent multi-criteria rating approach outperforms several baselines significantly and consistently across different datasets and performance evaluation measures.",http://arxiv.org/pdf/1906.10948.pdf
2066653584,cost aware collaborative filtering for travel tour recommendations,2014,21,"yong ge, hui xiong, alexander tuzhilin, qi liu",4,"Tourism, Probabilistic matrix factorization, Matrix decomposition, Information retrieval, Gaussian, Factor analysis, Data mining, Computer science, Collaborative filtering","Advances in tourism economics have enabled us to collect massive amounts of travel tour data. If properly analyzed, this data could be a source of rich intelligence for providing real-time decision making and for the provision of travel tour recommendations. However, tour recommendation is quite different from traditional recommendations, because the tourist’s choice is affected directly by the travel costs, which includes both financial and time costs. To that end, in this article, we provide a focused study of cost-aware tour recommendation. Along this line, we first propose two ways to represent user cost preference. One way is to represent user cost preference by a two-dimensional vector. Another way is to consider the uncertainty about the cost that a user can afford and introduce a Gaussian prior to model user cost preference. With these two ways of representing user cost preference, we develop different cost-aware latent factor models by incorporating the cost information into the probabilistic matrix factorization (PMF) model, the logistic probabilistic matrix factorization (LPMF) model, and the maximum margin matrix factorization (MMMF) model, respectively. When applied to real-world travel tour data, all the cost-aware recommendation models consistently outperform existing latent factor models with a significant margin.",http://staff.ustc.edu.cn/~qiliuql/files/Publications/YongGe-TOIS2013.pdf
2146192366,improving collaborative filtering recommendations using external data,2008,23,"akhmed umyarov, alexander tuzhilin",2,"Statistical model, Scalability, Recommender system, Machine learning, Heuristic, External data, Data mining, Covariance matrix, Computer science, Collaborative filtering, Artificial intelligence","This paper describes an approach for incorporating externally specified aggregate ratings information into certain types of collaborative filtering (CF) methods. For a statistical model-based CF approach, we formally showed that this additional aggregated information provides more accurate recommendations of individual items to individual users. Furthermore, theoretical insights gained from the analysis of this model-based method suggested a way to incorporate aggregate information into the heuristic item-based CF method. Both the model-based and the heuristic item-based CF methods were empirically tested on several datasets, and the experiments uniformly confirmed that the aggregate rating information indeed improves CF recommendations. These results also show the power of theory by demonstrating how the insights gained from theoretical developments can shed light on proper selection of good heuristic methods. We also showed the way to introduce scalability and parallelization into the estimation procedure and reported the running time for steps of the estimation procedure for large datasets.",http://pages.stern.nyu.edu/~atuzhili/pdf/ICDM08-final.pdf
2152902812,collaborative filtering with collective training,2011,6,"yong ge, hui xiong, alexander tuzhilin, qi liu",4,"Predictive modelling, Machine learning, Computer science, Collaborative filtering, Artificial intelligence","Rating sparsity is a critical issue for collaborative filtering. For example, the well-known Netflix Movie rating data contain ratings of only about 1% user-item pairs. One way to address this rating sparsity problem is to develop more effective methods for training rating prediction models. To this end, in this paper, we introduce a collective training paradigm to automatically and effectively augment the training ratings. Essentially, the collective training paradigm builds multiple different Collaborative Filtering (CF) models separately, and augments the training ratings of each CF model by using the partial predictions of other CF models for unknown ratings. Along this line, we develop two algorithms, Bi-CF and Tri-CF, based on collective training. For Bi-CF and Tri-CF, we collectively and iteratively train two and three different CF models via iteratively augmenting training ratings for individual CF model. We also design different criteria to guide the selection of augmented training ratings for Bi-CF and Tri-CF. Finally, the experimental results show that Bi-CF and Tri-CF algorithms can significantly outperform baseline methods, such as neighborhood-based and SVD-based models.",http://staff.ustc.edu.cn/~qiliuql/files/Publications/RecSys2011.pdf
177673715,integrating user behavior and collaborative methods in recommender systems,2004,7,"alexander tuzhilin, gediminas adomavicius",2,"User modeling, Recommender system, Information retrieval, Information filtering system, Filter (signal processing), Computer science, Collaborative filtering","For recommender systems to be successful, they need to achieve a certain level of accuracy in their recommendations that is acceptable to the users. In order to achieve higher levels of accuracy, several researchers advocated the integration of the collaborative and the content-based filtering approaches [Balabanovic & Shoham 1997, Konstan et al. 1998, Pazzani 1999]. In fact, Pazzani [1999] shows that the system that combines the two approaches achieves 71% accuracy of predictions vs. 61% for a pure content-based and vs. 57% to 69% for a pure collaborative approach (depending on parameters used in the collaborative filtering approach).",http://www.patrickbaudisch.com/interactingwithrecommendersystems/WorkingNotes/AlexanderTuzhilinIntegratingUserBehaviorAndCollaborativeMethodsInRecommenderSystems.pdf
2506242984,beyond movie recommendations solving the continuous cold start problem in e commerce recommendations,2016,0,"julia kiseleva, alexander tuzhilin, jaap kamps, lucas bernardi, c davis, i kovacek, m s einarsen, djoerd hiemstra",8,"Transaction log, Recommender system, Ranking, Personalization, Information retrieval, E-commerce, Data mining, Contextual design, Computer science, Collaborative filtering, Cold start","Many e-commerce websites use recommender systems or personalized rankers to personalize search results based on their previous interactions. However, a large fraction of users has no prior inter-actions, making it impossible to use collaborative filtering or rely on user history for personalization. Even the most active users mayvisit only a few times a year and may have volatile needs or different personas, making their personal history a sparse and noisy signal at best. This paper investigates how, when we cannot rely on the user history, the large scale availability of other user interactions still allows us to build meaningful profiles from the contextual data and whether such contextual profiles are useful to customize the ranking, exemplified by data from a major online travel agentBooking.com.Our main findings are threefold: First, we characterize the Continuous Cold Start Problem(CoCoS) from the viewpoint of typical e-commerce applications. Second, as explicit situational con-text is not available in typical real world applications, implicit cues from transaction logs used at scale can capture essential features of situational context. Third, contextual user profiles can be created offline, resulting in a set of smaller models compared to a single huge non-contextual model, making contextual ranking available with negligible CPU and memory footprint. Finally we conclude that, in an online A/B test on live users, our contextual ranker in-creased user engagement substantially over a non-contextual base-line, with click-through-rate (CTR) increased by 20%. This clearly demonstrates the value of contextual user profiles in a real world application.",https://arxiv.org/pdf/1607.07904v1
2950332743,empirical analysis of predictive algorithms for collaborative filtering,2013,488,"john s breese, david heckerman, carl m kadie",3,"Recommender system, Ranking, Predictive analytics, Decision tree, Data mining, Correlation, Computer science, Collaborative filtering, Bayesian probability, Bayesian network","Collaborative filtering or recommender systems use a database about user preferences to predict additional topics or products a new user might like. In this paper we describe several algorithms designed for this task, including techniques based on correlation coefficients, vector-based similarity calculations, and statistical Bayesian methods. We compare the predictive accuracy of the various methods in a set of representative problem domains. We use two basic classes of evaluation metrics. The first characterizes accuracy over a set of individual predictions in terms of average absolute deviation. The second estimates the utility of a ranked list of suggested items. This metric uses an estimate of the probability that a user will see a recommendation in an ordered list. Experiments were run for datasets associated with 3 application areas, 4 experimental protocols, and the 2 evaluation metrics for the various algorithms. Results indicate that for a wide range of conditions, Bayesian networks with decision trees at each node and correlation methods outperform Bayesian-clustering and vector-similarity methods. Between correlation and Bayesian networks, the preferred method depends on the nature of the dataset, nature of the application (ranked versus one-by-one presentation), and the availability of votes with which to make predictions. Other considerations include the size of database, speed of predictions, and learning time.",https://arxiv.org/pdf/1301.7363
2110325612,empirical analysis of predictive algorithms for collaborative filtering,1998,3433,"john s breese, david heckerman, carl m kadie",3,"Slope One, Recommender system, Ranking, MovieLens, Machine learning, Decision tree, Data mining, Computer science, Collaborative filtering, Bayesian probability, Bayesian network, Artificial intelligence","Collaborative filtering or recommender systems use a database about user preferences to predict additional topics or products a new user might like. In this paper we describe several algorithms designed for this task, including techniques based on correlation coefficients, vector-based similarity calculations, and statistical Bayesian methods. We compare the predictive accuracy of the various methods in a set of representative problem domains. We use two basic classes of evaluation metrics. The first characterizes accuracy over a set of individual predictions in terms of average absolute deviation. The second estimates the utility of a ranked list of suggested items. This metric uses an estimate of the probability that a user will see a recommendation in an ordered list.

Experiments were run for datasets associated with 3 application areas, 4 experimental protocols, and the 2 evaluation metr rics for the various algorithms. Results indicate that for a wide range of conditions, Bayesian networks with decision trees at each node and correlation methods outperform Bayesian-clustering and vector-similarity methods. Between correlation and Bayesian networks, the preferred method depends on the nature of the dataset, nature of the application (ranked versus one-by-one presentation), and the availability of votes with which to make predictions. Other considerations include the size of database, speed of predictions, and learning time.",https://www.microsoft.com/en-us/research/wp-content/uploads/2016/02/tr-98-12.pdf
1972156947,a collaborative filtering algorithm and evaluation metric that accurately model the user experience,2004,274,"matthew mclaughlin, jonathan l herlocker",2,"k-nearest neighbors algorithm, User modeling, User experience design, Recommender system, Mean absolute error, Machine learning, Information retrieval, Information overload, Data mining, Computer science, Collaborative filtering, Belief distribution, Artificial intelligence, Algorithm","Collaborative Filtering (CF) systems have been researched for over a decade as a tool to deal with information overload. At the heart of these systems are the algorithms which generate the predictions and recommendations.In this article we empirically demonstrate that two of the most acclaimed CF recommendation algorithms have flaws that result in a dramatically unacceptable user experience.In response, we introduce a new Belief Distribution Algorithm that overcomes these flaws and provides substantially richer user modeling. The Belief Distribution Algorithm retains the qualities of nearest-neighbor algorithms which have performed well in the past, yet produces predictions of belief distributions across rating values rather than a point rating value.In addition, we illustrate how the exclusive use of the mean absolute error metric has concealed these flaws for so long, and we propose the use of a modified Precision metric for more accurately evaluating the user experience.",https://static.aminer.org/pdf/PDF/000/566/823/a_comparison_of_several_predictive_algorithms_for_collaborative_filtering_on.pdf
1531771198,understanding and improving automated collaborative filtering systems,2000,110,"joseph a konstan, jonathan l herlocker",2,"User information, Offline analysis, Mean absolute error, Information needs, Filter (signal processing), Engineering, Empirical examination, Data mining, Collaborative filtering, Black box","Automated collaborative filtering (ACF) is a software technology that provides personalized recommendation and filtering independent of the type of content. In an ACF system, users indicate their preferences by rating their level of interest in items that the system presents. The ACF system uses the ratings information to match together users with similar interests. Finally, the ACF system can predict a user's rating for an unseen item by examining his neighbors' ratings for that item. 
This dissertation presents a set of results with the goal of improving the effectiveness and understanding of ACF systems. The results cover four challenges: understanding and standardizing evaluation of ACF systems, improving the accuracy of ACF systems, designing and utilizing effective explanations for ACF predictions, and improving ACF to support ephemeral recommendations. To address these challenges, a combination of offline analysis and user testing is used. 
All of the evaluation metrics that have been proposed for ACF are examined theoretically and compared empirically. The empirical results show that all proposed ACF evaluation metrics perform similarly, which argues for the adoption of a standardized evaluation metric—for which I propose mean absolute error. 
With respect to improving algorithm accuracy, I present a detailed empirical examination of the neighborhood-based prediction algorithm, which has been the most successful algorithm, both in research and in commercial applications. 
ACF systems predict based on data of variable quantity and quality, but current ACF systems are black boxes, so users have no indication of when to trust an ACF prediction. Explanations expose some of the process and data behind the ACF prediction, allowing users to judge if a prediction is appropriate for their current context of risk. I present results showing what forms of explanation users find the most compelling, as well as indications that explanations can increase the acceptance of ACF systems. 
Finally, I present results from tests of a new algorithm for supporting focused ephemeral user information needs. Ephemeral information needs are those needs that are immediate, focused, and often temporary. The proposed algorithm provides support for ephemeral information needs using no additional data beyond the standard ACF ratings.",https://dl.acm.org/citation.cfm?id=932346
2052168378,ganging up on information overload,1998,85,"al borchers, jonathan l herlocker, joseph a konstan, j reidl",4,"World Wide Web, Personalization, Information overload, Information filtering system, Filter (signal processing), Demographics, Computer science, Collaborative filtering, Chart, Automation","When information is abundant, the knowledge of which information is useful and valuable matters most. We all use our network of family, friends, and colleagues to recommend movies, books, cars, and news articles. Collaborative filtering technology automates the process of sharing opinions on the relevance and duality of information. Collaborative filtering is one technique among many information filtering techniques that range from unfiltered to personalized and from effortless to laborious. Libraries or the Web are good examples of unfiltered information sources. E-mail directed to one recipient is a good example of a filtered information source. A best-seller list requires little effort fur the user, but provides the same recommendations to all users. Filters based on demographics, such as age, sex, or marital status, require some effort from the user in providing the demographics, and provide some level of personal filtering, so they are near the middle of the chart. Collaborative filtering requires relatively little effort from the user, and provides individually targeted recommendations, so it is in the upper right of the chart. Effort, of course, can be reduced via automation. While collaborative filtering is not necessarily effortless, it requires a relatively small amount of effort on the part of the user and provides very individualized recommendations. The collaborative filtering systems that we discuss here each offer a high degree of personalization, but each system takes a different approach to automation, attempting to find the best trade-off between the amount of work the users must put into the system and the perceived value and benefits they receive in return.",https://dl.acm.org/citation.cfm?id=619028.620973
2126239623,serf integrating human recommendations with search,2004,26,"seikyung jung, kevin harris, janet g webster, jonathan l herlocker",4,"World Wide Web, Single point, Search engine indexing, Search engine, Search analytics, Initial Usage, Information retrieval, Information needs, Digital library, Data mining, Computer science, Collaborative filtering","Today's university library has many digitally accessible resources, both indexes to content and considerable original content. Using off-the-shelf search technology provides a single point of access into library resources, but we have found that such full-text indexing technology is not entirely satisfactory for library searching.       In response to this, we report initial usage results from a prototype of an entirely new type of search engine - The System for Electronic Recommendation Filtering (SERF) - that we have designed and deployed for the Oregon State University (OSU) Libraries. SERF encourages users to enter longer and more informative queries, and collects ratings from users as to whether search results meet their information need or not. These ratings are used to make recommendations to later users with similar needs. Over time, SERF learns from the users what documents are valuable for what information needs.     In this paper, we focus on understanding whether such recommendations can increase other users' search efficiency and effectiveness in library website searching.       Based on examination of three months of usage as an alternative search interface available to all users of the Oregon State University Libraries website (http://osulibrary.oregonstate.edu/), we found strong evidence that the recommendations with human evaluation could increase the efficiency as well as effectiveness of the library website search process. Those users who received recommendations needed to examine fewer results, and recommended documents were rated much higher than documents returned by a traditional search engine.",https://ir.library.oregonstate.edu/xmlui/bitstream/handle/1957/102/p571-jung.pdf?sequence=1
2087440429,applying collaborative filtering for efficient document search,2004,9,"seikyung jung, juntae kim, jonathan l herlocker",3,"World Wide Web, The Internet, Specific-information, Search engine, Recommender system, Natural language user interface, Natural language, Information retrieval, Information filtering system, Data mining, Computer science, Collaborative filtering","This paper presents the SERF (System for Electronic Recommendation Filtering) which is a collaborative filtering system that recommends context-sensitive, high-quality information sources for document search. Collaborative filtering systems remove the limitation of traditional content-based search by using individual's ratings to evaluate and recommend information sources. SERF uses collaborative filtering algorithms to predict the relevance and quality of each document with respect to each particular user and their specific information need. In our system, users specify their need in the form of a natural language query, and are provided with recommended documents based on ratings by other users with similar questions. Preliminary experiments show that the collaborative filtering recommendations increase the efficiency of the document search process. We also discuss some key challenges of designing a collaborative filtering system for document search.",http://dblp.uni-trier.de/db/conf/webi/webi2004.html#JungKH04
1500098507,feature based prediction of unknown preferences for nearest neighbor collaborative filtering,2004,10,"hyungil kim, juntae kim, jonathan l herlocker",3,"k-nearest neighbors algorithm, Recommender system, Machine learning, Information filtering system, Feature based, Data mining, Computer science, Collaborative filtering, Artificial intelligence","Recommendation systems analyze user preferences and recommend items to a user by predicting the user's preference for those items. Among various kinds of recommendation methods, collaborative filtering (CF) has been widely used and successfully applied to practical applications. However, collaborative filtering has two inherent problems: data sparseness and the cold-start problems. In this paper, we propose a method of integrating additional feature information of users and items into CF to overcome the difficulties caused by sparseness and improve the accuracy of recommendation. Several experimental results that show the effectiveness of the proposed method are also presented.",http://dblp.uni-trier.de/db/conf/icdm/icdm2004.html#KimKH04
1975838795,collaborative filtering a new approach to searching digital libraries,2004,9,"janet g webster, seikyung jung, jonathan l herlocker",3,"World Wide Web, User interface, Search interface, Multimedia, Filter (signal processing), Electronic library, Digital resources, Digital library, Computer science, Collaborative filtering","At Oregon State University (OSU), the School of Electrical Engineering and Computer Science (EECS) and the OSU Libraries are working together on a project to improve the effectiveness and accessibility of digital information created and collected by academic libraries. This project focuses on making digital resources more accessible through an innovative search interface that incorporates collaborative filtering. New approaches to search interfaces will help make the growing wealth of online content more accessible and useful. This paper discusses the problem, explains how collaborative filtering works, describes the System for Electronic Recommendation Filtering (SERF), and then presents initial results from an installation in the OSU Libraries. The productive collaboration at OSU between the Libraries and EECS portends the future of development of search systems; by working together, we can harness the expertise of librarians, computer scientists, and information users to develop more useful search inte...",https://ir.library.oregonstate.edu/xmlui/bitstream/handle/1957/69/rinn177-191.pdf;sequence=1
211179256,challenges and solutions for synthesis of knowledge regarding collaborative filtering algorithms,2004,5,"daniel lowd, olivier godde, matthew mclaughlin, shuzhen nong, yun wang, jonathan l herlocker",6,"Technical report, Recommender system, Data science, Computer science, Collaborative filtering","This research was funded in part by National Science Foundation (NSF) award #0133994, with help from the NSF Research Experiences for Undergraduates program.",http://ix.cs.uoregon.edu/~lowd/cfpaper04.pdf
1580478234,click data as implicit feedback in web search,2007,0,"seikyung jung, jonathan l herlocker, janet g webster",3,"World Wide Web, Search engine, Multimedia, Library services, Information retrieval, Computer science, Collaborative filtering","National Science Foundation (NSF)CAREER grant IIS-0133994, Gray Family Chair for Innovative Library Services, Oregon State Libraries, NSF Research Experiences for Undergraduates program",https://ir.library.oregonstate.edu/xmlui/handle/1957/3884
1484009773,integrating feature information for improving accuracy of collaborative filtering,2004,0,"hyungil kim, juntae kim, jonathan l herlocker",3,"Recommender system, Machine learning, Information retrieval, Computer science, Collaborative filtering, Artificial intelligence","Collaborative filtering (CF) has been widely used and successfully applied to recommend items in practical applications. However, the collaborative filtering has two inherent problems: data sparseness and the cold- start problems. In this paper, we propose a method of integrating additional feature information of users and items into CF to overcome those difficulties and improve the accuracy of recommendation. We apply a two-pass method, first filling in unknown preference values, then generating the top-N recommendations.",https://link.springer.com/chapter/10.1007/978-3-540-28633-2_136
213699250,collaborative filtering possibilities for libraries,2004,0,"janet g webster, jonathan l herlocker, heather penningtonlehman, seikyung jung",4,"World Wide Web, Multimedia, Digital library, Computer science, Collaborative filtering",,https://ir.library.oregonstate.edu/xmlui/handle/1957/422
2153578526,improving aggregate recommendation diversity using ranking based techniques,2012,316,"gediminas adomavicius, youngok kwon",2,"Recommender system, Recommendation quality, Ranking, Prediction algorithms, Machine learning, Data set, Data mining, Computer science, Collaborative filtering, Artificial intelligence","Recommender systems are becoming increasingly important to individual users and businesses for providing personalized recommendations. However, while the majority of algorithms proposed in recommender systems literature have focused on improving recommendation accuracy (as exemplified by the recent Netflix Prize competition), other important aspects of recommendation quality, such as the diversity of recommendations, have often been overlooked. In this paper, we introduce and explore a number of item ranking techniques that can generate substantially more diverse recommendations across all users while maintaining comparable levels of recommendation accuracy. Comprehensive empirical evaluation consistently shows the diversity gains of the proposed techniques using several real-world rating data sets and different rating prediction algorithms.",http://www.cluster2.hostgator.co.in/files/writeable/uploads/hostgator12698/file/improvingaggregaterecommendationdiversityusingranking-basedtechniques.pdf
2084127140,new recommendation techniques for multicriteria rating systems,2007,308,"gediminas adomavicius, youngok kwon",2,"World Wide Web, Recommender system, Personalization, Multicriteria analysis, Leverage (finance), Information overload, Data mining, Computer science, Collaborative filtering","Personalization technologies and recommender systems help online consumers avoid information overload by making suggestions regarding which information is most relevant to them. Most online shopping sites and many other applications now use recommender systems. Two new recommendation techniques leverage multicriteria ratings and improve recommendation accuracy as compared with single-rating recommendation approaches. Taking full advantage of multicriteria ratings in personalization applications requires new recommendation techniques. In this article, we propose several new techniques for extending recommendation technologies to incorporate and leverage multicriteria rating information.",http://www.misrc.umn.edu/workingpapers/fullpapers/2006/0608_120506.pdf
